star_rating,review_body,vine,helpful_votes
5,Very nice little microwave and doesn't take up a ton of space on the counter.,N,0
3,The button pad gets very easily torn up. I'm not a heavy handed person.  Owned this a few months and the pad is torn up. Looks like something was chewing on it. Especially the start and clear buttons.  Would have spent a bit more for a sturdier pad. Otherwise it works great and looks good.,N,97
4,Works well! Great small size! Easy to figure out controls!,N,0
5,"Great little unit. Only big enough for one dinner plate, but does the job well.",N,0
5,"The microwave and is nicer then I expected for the price. It is stainless steel inside and out. they also include a replacement key pad cover. the only thing I do not like is the glass turntable did not come with a wheeled undercarriage to allow for smoother rotation, but other then that very nice and I would by again.",N,0
5,This part was exactly what I needed to repair my microwave - easy install.,N,0
2,it was great!! The product came as described...on time and the right product.,N,0
2,Doesn't work on a pure sine wave inverter.,N,2
4,"Great price, shipped in good speedy time,  a very small dent that we decided we were not going to complain or worry about!  Oven was mounted, and neither of us felt it was worth taking out and starting over!!!  Works great, convection or micro- wave!!",N,4
5,Fits under my cabinet & is pretty quiet.  I've only used it to heat up things & works great.  Takes up only a small amount of countertop.,N,0
5,"Great product, really like it, and the price was amazing.<br />I got in time and it was pack well.<br />I would recommend it to others, one caveat let's hope it last a few years.<br />Martha",N,0
5,Just the right size. Not too big.....not too small.,N,0
5,Good paint to touch up the interior of a microwave,N,0
3,Arrived in timely fashion and well package.  My complaints: It is noisy when it runs.  Also the plate that rotates sticks and makes a horribly loud noise as if something is going to explode.  I worry that this oven may not last long.  The door also requires a &#34;hard&#34; push on the mechanism to open the door.  l would not purchase this again.,N,0
5,Part was received on time and works perfectly.,N,0
3,"This thing is small and that's what we needed. But it is weak. I've used some really awful microwaves before, but this thing takes longer to heat my food than any of them. It eventually does the job though, and the price was right.",N,1
5,"big enough for me, easy to use controls, great price",N,1
3,"I've had this item for about a month. It was purchased to replace an aging micro/convection that I've had for about 8 years. While I've not yet used all the various settings,  I have used the microwave function. More to that in a minute.<br />When I received this item, the box didn't show any damage, but the micro had a sizable dent in the exterior upper back part of one of the side panels. Returning the item seemed like a huge pain (one of the problems with ordering this type of merchandise from an on line source), so I called Amazon customer service and they gave me a credit for the damage.<br />On to the performance of the unit.... It does work well as a microwave, however it is louder than any microwave I've ever had in the past (including the micro/convection that I bought this one to replace.) Is this a problem associated with the dent in the housing? Perhaps.<br />Now, the reason I've only used the micro function? I just haven't had the time to dig thru the manual to figure out how to use the other functions. It really is not very intuitive when it comes to ease of use. Also, while I knew that it had a wheel for time adjustment, I didn't realize how much I'd gotten use to simply entering the time digitally. I know this sounds like a petty complaint, but one would think that as technology advances, we wouldn't be taking backward steps in product design. I'll add more as I have the time to decipher the instructions for more functions.",N,1
5,We are back up and running.,N,0
5,"Very , very good i event toast bread in it, thank you SAMSUMG and AMAZON TOOOOO",N,2
3,it is a bit small. Also the sound it makes when it is done is ear piercing.,N,0
1,"Love the size, but didn't last a month!",N,1
4,I have been very happy with the microwave. It fits the space I have perfectly and so far has been working well.,N,0
